Account Number,Situs Address,SaleDate,SalePrice,RMVLAND,RMVIMPR,RMV,AV,Difference,Percent_Difference,Ratio
566561,2895 MOUNTAIN VIEW DR S SALEM OR 97302,2024-06-21,416000.0,168000,195050,363050,202030,52950.0,14.58476793830051,1.145847679383005
575760,921 BLACKBIRD CT NE SALEM OR 97301,2024-06-21,385000.0,137040,227350,364390,186050,20610.0,5.6560278822141115,1.056560278822141
594977,1629 GEORGIA AVE SE SALEM OR 97302,2024-06-21,410000.0,184500,208300,392800,128850,17200.0,4.378818737270876,1.0437881873727088
332278,1984 FUTURE DR NE SALEM OR 97305,2024-06-20,405000.0,137040,326510,463550,203540,-58550.0,-12.63078416567792,0.8736921583432208
580453,1010 FABRY RD SE SALEM OR 97306,2024-06-20,376000.0,130000,212400,342400,162670,33600.0,9.813084112149532,1.0981308411214954
607155,5461 EARTH PL NE SALEM OR 97305,2024-06-20,458920.0,137040,330860,467900,232360,-8980.0,-1.9192135071596494,0.9808078649284035
607153,5489 EARTH PL NE SALEM OR 97305,2024-06-24,547020.0,137040,422790,559830,279100,-12810.0,-2.2881946305128342,0.9771180536948717
607152,5503 EARTH PL NE SALEM OR 97305,2024-06-25,486720.0,137040,358500,495540,246410,-8820.0,-1.7798764983654194,0.9822012350163458
566186,6339 FAIRWAY AVE SE SALEM OR 97306,2024-06-25,280000.0,0,284050,284050,136770,-4050.0,-1.425805315965499,0.985741946840345
527404,184 18TH ST SE SALEM OR 97301,2024-06-24,320000.0,137040,149280,286320,97270,33680.0,11.763062307907237,1.1176306230790725
605194,3371 DOUGHTON ST S SALEM OR 97302,2024-06-25,630000.0,165000,499200,664200,336230,-34200.0,-5.149051490514905,0.948509485094851
571484,4530 SPARROW CT NE SALEM OR 97301,2024-06-25,365000.0,137040,213570,350610,163110,14390.0,4.104275405721457,1.0410427540572145
609704,3646 JUNE AVE NE SALEM OR 97305,2024-06-26,96000.0,94750,215020,309770,157510,-213770.0,-69.00926493850275,0.3099073506149724
574979,814 CREEKSIDE DR SE SALEM OR 97306,2024-06-26,659000.0,145000,556610,701610,537620,-42610.0,-6.073174555664828,0.9392682544433517
329237,1036 MOLOKAI ST SE SALEM OR 97317,2024-07-01,360000.0,99750,255990,355740,161030,4260.0,1.1975037949063925,1.011975037949064
595730,1530 OLIVE ST NE SALEM OR 97301,2024-07-01,315000.0,137040,170310,307350,137830,7650.0,2.4890190336749636,1.0248901903367496
569851,1946 SPICETREE LN SE SALEM OR 97306,2024-07-01,634000.0,175000,445270,620270,349460,13730.0,2.2135521627678267,1.0221355216276782
572241,625 18TH ST NE SALEM OR 97301,2024-07-01,375000.0,137040,183110,320150,111130,54850.0,17.132594096517256,1.1713259409651726
590605,5322 FOX CT S SALEM OR 97306,2024-07-01,415000.0,165000,241560,406560,169500,8440.0,2.075954348681621,1.0207595434868162
591150,2280 RED OAK DR S SALEM OR 97302,2024-06-27,470000.0,165000,270690,435690,263720,34310.0,7.874865156418555,1.0787486515641855
596983,2075 UNIVERSITY ST SE SALEM OR 97302,2024-06-27,405000.0,184500,192170,376670,158730,28330.0,7.521172379005496,1.075211723790055
608637,4775 BREITENBUSH AVE NE SALEM OR 97301,2024-06-28,459995.0,137040,431630,568670,284440,-108675.0,-19.110380361193663,0.8088961963880634
565790,1841 LEXINGTON CIR SE SALEM OR 97306,2024-06-28,399000.0,88950,307900,396850,247030,2150.0,0.54176641048255,1.0054176641048256
556823,3887 GLENWOOD LOOP SE SALEM OR 97317,2024-06-28,385000.0,149240,302400,451640,241100,-66640.0,-14.755114693118413,0.8524488530688159
606754,3765 SAW LN SE SALEM OR 97302,2024-06-28,590000.0,118200,433910,552110,293910,37890.0,6.862762855228125,1.0686276285522813
606755,3773 SAW LN SE SALEM OR 97302,2024-06-28,590000.0,131960,433910,565870,300480,24130.0,4.264230300245639,1.0426423030024563
595761,250 14TH ST NE SALEM OR 97301,2024-06-28,445000.0,128000,346540,474540,190700,-29540.0,-6.224975766004973,0.9377502423399503
577642,1388 HILLENDALE DR SE SALEM OR 97302,2024-06-28,428000.0,184500,245930,430430,209120,-2430.0,-0.564551727342425,0.9943544827265758
574040,4970 21ST AVE S SALEM OR 97302,2024-06-28,460000.0,162500,270500,433000,254100,27000.0,6.235565819861432,1.0623556581986142
338148,3852 GALLOWAY ST S SALEM OR 97302,2024-06-28,659900.0,168000,635730,803730,432600,-143830.0,-17.895313102658854,0.8210468689734115
586656,1165 HUNT ST NE SALEM OR 97301,2024-06-28,247000.0,99750,88880,188630,85990,58370.0,30.94417643004824,1.3094417643004825
607156,5447 EARTH PL NE SALEM OR 97305,2024-06-28,471950.0,137040,343760,480800,238920,-8850.0,-1.8406821963394344,0.9815931780366056
607150,5531 EARTH PL NE SALEM OR 97305,2024-06-28,517500.0,137040,402410,539450,268740,-21950.0,-4.068959125034757,0.9593104087496525
354047,5633 MT VERNON ST SE SALEM OR 97306,2024-06-28,650000.0,168000,538320,706320,352510,-56320.0,-7.973722958432439,0.9202627704156756
572660,3355 NORRIS LN S SALEM OR 97302,2024-06-28,800000.0,193800,628910,822710,266010,-22710.0,-2.7603894446402744,0.9723961055535972
569493,4639 REDCHERRY CT SE SALEM OR 97317,2024-06-28,388474.0,137040,246270,383310,181110,5164.0,1.3472124390180271,1.0134721243901803
359422,4759 APOLLO AVE NE SALEM OR 97305,2024-06-28,420000.0,137040,304270,441310,235700,-21310.0,-4.8288051483084455,0.9517119485169155
357576,4984 ORBIT AVE NE SALEM OR 97305,2024-06-28,539000.0,137040,403150,540190,314340,-1190.0,-0.22029285991965789,0.9977970714008034
566644,1632 BERNDT HILL DR S SALEM OR 97302,2024-07-08,430000.0,182500,271110,453610,273910,-23610.0,-5.204911708295672,0.9479508829170433
339873,5485 MINK HOLLOW ST SE SALEM OR 97306,2024-07-08,464900.0,165000,399130,564130,288940,-99230.0,-17.589917217662595,0.824100827823374
590904,5444 RED LEAF DR S SALEM OR 97306,2024-07-08,420000.0,165000,238720,403720,196390,16280.0,4.03249777073219,1.0403249777073218
583874,2330 WINTER ST SE SALEM OR 97302,2024-07-02,285000.0,182000,66250,248250,55370,36750.0,14.803625377643503,1.148036253776435
546074,4778 MALL CT NE SALEM OR 97305,2024-07-02,350000.0,137040,174880,311920,164720,38080.0,12.208258527827647,1.1220825852782765
597220,1286 CHRISSY CT S SALEM OR 97306,2024-07-02,405000.0,165000,244540,409540,215910,-4540.0,-1.1085608243395029,0.988914391756605
341233,2375 EQUESTRIAN LOOP S SALEM OR 97302,2024-07-02,472000.0,165000,269970,434970,260980,37030.0,8.513230797526267,1.0851323079752626
592641,3384 6TH AVE S SALEM OR 97302,2024-07-02,415000.0,165000,241920,406920,267050,8080.0,1.9856482846751207,1.0198564828467511
342725,144 MOUNTAIN VISTA AVE SE SALEM OR 97306,2024-07-02,530000.0,165000,349290,514290,304410,15710.0,3.0546967664158355,1.0305469676641583
355045,1105 THUNDERBIRD AVE S SALEM OR 97306,2024-07-03,640000.0,165000,524440,689440,339720,-49440.0,-7.171037363657461,0.9282896263634254
579862,2010 18TH ST NE SALEM OR 97301,2024-07-03,424900.0,137040,318550,455590,170400,-30690.0,-6.736319936785268,0.9326368006321474
355036,1154 THUNDERBIRD AVE S SALEM OR 97306,2024-07-03,705000.0,165000,601240,766240,383000,-61240.0,-7.992273961160993,0.9200772603883901
542584,4571 JULIANA LOOP SE SALEM OR 97317,2024-07-09,335000.0,137040,181400,318440,161930,16560.0,5.2003517146087175,1.052003517146087
570466,3981 FRIAR CT SE SALEM OR 97302,2024-07-09,413000.0,165000,251540,416540,212220,-3540.0,-0.84985835694051,0.9915014164305949
573901,520 WORMWOOD ST SE SALEM OR 97306,2024-07-11,421000.0,165000,224820,389820,200430,31180.0,7.998563439536197,1.079985634395362
558075,4612 JADE ST NE SALEM OR 97305,2024-07-11,432500.0,137040,251920,388960,200110,43540.0,11.193953105717812,1.111939531057178
608991,4837 THYME AVE NE SALEM OR 97301,2024-07-11,449995.0,137040,309830,446870,221670,3125.0,0.699308523731734,1.0069930852373172
607181,4825 FLAG AVE NE SALEM OR 97305,2024-07-11,474995.0,137040,343730,480770,238900,-5775.0,-1.201198078083075,0.9879880192191692
607180,4839 FLAG AVE NE SALEM OR 97305,2024-07-11,542720.0,137040,422790,559830,279100,-17110.0,-3.056284943643606,0.9694371505635639
588747,4748 CASTLE DR NE SALEM OR 97301,2024-07-11,360000.0,137040,222580,359620,168590,380.0,0.10566709304265613,1.0010566709304265
532595,182 LINN HAVEN DR SE SALEM OR 97306,2024-07-11,750000.0,252600,319460,572060,232420,177940.0,31.105128832639934,1.3110512883263994
326415,373 SCOOTER LN NE SALEM OR 97301,2024-07-05,365000.0,137040,210720,347760,179350,17240.0,4.957441913963653,1.0495744191396366
607313,502 JEREMY VALLEY DR SE SALEM OR 97306,2024-07-05,563600.0,165000,345010,510010,261520,53590.0,10.507637105154801,1.105076371051548
590977,1586 KAMELA DR S SALEM OR 97306,2024-07-05,474900.0,178000,369800,547800,271150,-72900.0,-13.307776560788609,0.8669222343921139
594672,4346 ROGETS CT NE SALEM OR 97301,2024-07-05,350000.0,137040,254840,391880,186940,-41880.0,-10.68694498315811,0.8931305501684189
559603,4771 BURLWOOD LOOP SE SALEM OR 97317,2024-07-12,385000.0,137040,279500,416540,187460,-31540.0,-7.571901858164883,0.9242809814183511
571649,1143 24TH ST NE SALEM OR 97301,2024-07-12,380000.0,137040,181650,318690,141920,61310.0,19.238131099187296,1.192381310991873
544923,435 CHANDELLE CT NE SALEM OR 97301,2024-07-12,390000.0,137040,279750,416790,183280,-26790.0,-6.4276974015691355,0.9357230259843087
341394,5639 CINNAMON TEAL ST SE SALEM OR 97306,2024-07-12,718500.0,175000,554880,729880,430850,-11380.0,-1.5591604099303995,0.984408395900696
568043,2850 HOLIDAY DR S SALEM OR 97302,2024-07-12,525000.0,165000,319210,484210,230160,40790.0,8.424030895685757,1.0842403089568575
550493,4799 BOHANNON ST NE SALEM OR 97305,2024-07-12,399900.0,137040,228010,365050,192490,34850.0,9.546637446925079,1.0954663744692508
605100,5861 VERONA ST S SALEM OR 97306,2024-07-12,651950.0,165000,511530,676530,348680,-24580.0,-3.6332461236013183,0.9636675387639868
594460,1365 SUNTREE DR SE SALEM OR 97302,2024-07-12,439900.0,184500,289570,474070,272210,-34170.0,-7.2077963169996,0.927922036830004
554664,4948 38TH PL NE SALEM OR 97305,2024-07-12,405000.0,134540,224350,358890,156770,46110.0,12.847947839170775,1.1284794783917078
573200,3072 HAMMEL ST NE SALEM OR 97301,2024-07-12,388400.0,144630,238230,382860,177560,5540.0,1.4470041268348743,1.0144700412683487
567866,4575 PATRIOT CT SE SALEM OR 97302,2024-07-10,540000.0,184500,329530,514030,312690,25970.0,5.052234305390736,1.0505223430539075
542619,372 ELMA CT NE SALEM OR 97301,2024-07-10,389000.0,137040,244350,381390,201840,7610.0,1.9953328613754948,1.019953328613755
344656,5708 KODA ST SE SALEM OR 97306,2024-07-10,425000.0,165000,273950,438950,236860,-13950.0,-3.1780385009682193,0.9682196149903178
543052,4240 CENTER ST NE SALEM OR 97301,2024-07-10,315000.0,122040,237370,359410,172890,-44410.0,-12.356361815197129,0.8764363818480287
359333,4759 SURVEYOR AVE NE SALEM OR 97305,2024-07-10,435000.0,137040,301200,438240,233870,-3240.0,-0.7393209200438117,0.9926067907995619
565773,4370 BARRETT ST S SALEM OR 97302,2024-07-10,475000.0,168000,291050,459050,235550,15950.0,3.4745670406273828,1.0347456704062739
575831,1492 MADRAS ST SE SALEM OR 97306,2024-07-17,320000.0,0,350970,350970,147920,-30970.0,-8.824116021312364,0.9117588397868763
607174,4856 FLAG AVE NE SALEM OR 97305,2024-07-17,459995.0,137040,330860,467900,232360,-7905.0,-1.6894635605898698,0.9831053643941013
596816,1690 BERRY ST SE SALEM OR 97302,2024-07-17,350000.0,184500,133030,317530,120370,32470.0,10.225805435706862,1.1022580543570686
608964,267 LOST LAKE ST NE SALEM OR 97301,2024-07-15,445000.0,137040,309190,446230,221340,-1230.0,-0.27564260583107364,0.9972435739416893
606618,6707 DEVON AVE SE SALEM OR 97306,2024-07-15,655000.0,165000,536760,701760,361510,-46760.0,-6.663246694026448,0.9333675330597355
578859,4793 DORRANCE LOOP NE SALEM OR 97305,2024-07-15,424900.0,137040,289270,426310,210150,-1410.0,-0.3307452323426614,0.9966925476765733
584108,3039 WOODDALE AVE NE SALEM OR 97301,2024-07-15,375000.0,137040,222620,359660,164470,15340.0,4.265139298226103,1.042651392982261
330038,1001 GINGER AVE SE SALEM OR 97306,2024-07-15,295500.0,130000,207380,337380,178830,-41880.0,-12.413302507558242,0.8758669749244176
607175,4870 FLAG AVE NE SALEM OR 97305,2024-07-19,469995.0,137040,343620,480660,238850,-10665.0,-2.218824116839346,0.9778117588316065
341234,2381 EQUESTRIAN LOOP S SALEM OR 97302,2024-07-19,475000.0,165000,305730,470730,286170,4270.0,0.9071017356021498,1.0090710173560216
554172,4020 COOLIDGE DR SE SALEM OR 97317,2024-07-19,420000.0,137040,251070,388110,197340,31890.0,8.21674267604545,1.0821674267604544
542756,4155 MONROE AVE NE SALEM OR 97301,2024-07-19,375000.0,137040,212670,349710,161740,25290.0,7.231706270910182,1.0723170627091019
343667,2515 TOURNAMENT AVE SE SALEM OR 97306,2024-07-16,390900.0,184500,238030,422530,218290,-31630.0,-7.485858992260905,0.9251414100773909
608987,4844 THYME AVE NE SALEM OR 97301,2024-07-16,409995.0,137040,279730,416770,206360,-6775.0,-1.625596851980709,0.983744031480193
607154,5475 EARTH PL NE SALEM OR 97305,2024-07-19,519025.0,137040,402510,539550,268790,-20525.0,-3.804096005930868,0.9619590399406913
573059,3906 ALANA AVE SE SALEM OR 97302,2024-07-16,317750.0,168000,122490,290490,107900,27260.0,9.384144032496817,1.093841440324968
590634,5301 NESTUCCA CT S SALEM OR 97306,2024-07-19,394900.0,162500,210760,373260,165670,21640.0,5.797567379306649,1.0579756737930666
591119,5370 ANACONDA DR S SALEM OR 97302,2024-07-19,810000.0,185000,473960,658960,438060,151040.0,22.92096637125167,1.2292096637125167
341335,104 RADIANCE AVE SE SALEM OR 97306,2024-07-19,610000.0,165000,478960,643960,363480,-33960.0,-5.273619479470774,0.9472638052052923
600852,5263 49TH AVE NE SALEM OR 97305,2024-07-19,580000.0,137040,437200,574240,325410,5760.0,1.0030649205906939,1.010030649205907
527817,989 MCGILCHRIST ST SE SALEM OR 97302,2024-07-16,380000.0,184500,136440,320940,107860,59060.0,18.402193556427992,1.18402193556428
578573,683 LA CRESTA DR SE SALEM OR 97306,2024-07-16,545000.0,165000,352190,517190,316190,27810.0,5.377134128656779,1.053771341286568
586297,2020 HAZEL AVE NE SALEM OR 97301,2024-06-28,268000.0,137040,124390,261430,102330,6570.0,2.5131010213058946,1.0251310102130589
573796,401 FLINT RIDGE ST SE SALEM OR 97306,2024-07-23,389000.0,165000,185220,350220,192480,38780.0,11.073039803552053,1.1107303980355205
577292,2595 CHERRY AVE NE SALEM OR 97301,2024-07-23,251000.0,99750,150570,250320,106540,680.0,0.27165228507510386,1.002716522850751
607178,4867 FLAG AVE NE SALEM OR 97305,2024-07-25,539995.0,137040,422790,559830,279100,-19835.0,-3.543039851383456,0.9645696014861654
594165,5415 CATALINA ST SE SALEM OR 97306,2024-07-25,525000.0,184500,369000,553500,308940,-28500.0,-5.149051490514905,0.948509485094851
565931,6734 HUNTINGTON CIR SE SALEM OR 97306,2024-07-22,408500.0,88950,265660,354610,218390,53890.0,15.196976960604609,1.151969769606046
557248,3712 BELL RD NE SALEM OR 97301,2024-07-25,260000.0,0,276790,276790,124520,-16790.0,-6.065970591423101,0.939340294085769
570106,3635 12TH CT SE SALEM OR 97302,2024-07-29,475000.0,207100,324090,531190,292290,-56190.0,-10.578135883582146,0.8942186411641786
572350,915 19TH ST NE SALEM OR 97301,2024-07-29,349000.0,137040,221910,358950,145980,-9950.0,-2.771973812508706,0.9722802618749129
570595,2295 CRICKET CT S SALEM OR 97302,2024-07-29,499900.0,165000,364960,529960,312070,-30060.0,-5.672126198203638,0.9432787380179636
604006,4036 VILLAGE CENTER DR SE SALEM OR 97302,2024-07-24,372000.0,115850,296180,412030,212590,-40030.0,-9.715311991845255,0.9028468800815475
339303,828 IDYLWOOD DR SE SALEM OR 97302,2024-07-24,415000.0,162500,230160,392660,198890,22340.0,5.689400499159579,1.0568940049915958
568014,2840 BOLTON TER S SALEM OR 97302,2024-07-29,770000.0,165000,717100,882100,452070,-112100.0,-12.708309715451763,0.8729169028454824
594521,1655 GEM PL NE SALEM OR 97305,2024-07-26,385000.0,134540,334860,469400,206300,-84400.0,-17.98040051129101,0.8201959948870899
584949,1150 DORIS AVE SE SALEM OR 97302,2024-07-26,545000.0,184500,329720,514220,261480,30780.0,5.985764847730543,1.0598576484773055
551567,4517 43RD CT NE SALEM OR 97305,2024-07-26,414900.0,137040,273180,410220,204590,4680.0,1.1408512505484862,1.0114085125054848
543119,657 CITATION DR NE SALEM OR 97301,2024-07-26,389000.0,137040,243390,380430,184320,8570.0,2.252714034119286,1.0225271403411929
581359,397 LORI AVE SE SALEM OR 97302,2024-07-29,375000.0,165000,220820,385820,184490,-10820.0,-2.8044165673111814,0.9719558343268881
604078,5542 MOUNTAIN QUAIL DR S SALEM OR 97306,2024-07-26,479900.0,185000,346190,531190,258730,-51290.0,-9.655678759012783,0.9034432124098721
572525,1897 PARK AVE NE SALEM OR 97301,2024-07-29,475000.0,163620,255360,418980,167060,56020.0,13.370566614158195,1.1337056661415819
594623,4350 TERRAZA CT NE SALEM OR 97301,2024-07-26,385000.0,137040,270950,407990,200450,-22990.0,-5.634942032892963,0.9436505796710704
579036,4243 BLAZING STAR CT NE SALEM OR 97305,2024-07-24,410000.0,137040,314840,451880,231650,-41880.0,-9.267947242630786,0.9073205275736921
596140,865 SHIPPING ST NE SALEM OR 97301,2024-07-24,400000.0,137040,277350,414390,168420,-14390.0,-3.472574145128985,0.9652742585487102
578607,595 VALLEYWOOD DR SE SALEM OR 97306,2024-07-24,546000.0,165000,414940,579940,278840,-33940.0,-5.852329551332897,0.9414767044866711
596306,255 24TH ST NE SALEM OR 97301,2024-07-30,280000.0,137040,67870,204910,69280,75090.0,36.64535649797472,1.3664535649797471
584730,1390 WINTER ST NE SALEM OR 97301,2024-07-30,442500.0,137040,255370,392410,177310,50090.0,12.764710379450065,1.1276471037945006
590486,4966 14TH PL S SALEM OR 97306,2024-07-30,347000.0,165000,166700,331700,174960,15300.0,4.612601748567982,1.04612601748568
572648,3387 WINOLA AVE S SALEM OR 97302,2024-07-30,709000.0,165000,538780,703780,294060,5220.0,0.7417090568075251,1.0074170905680753
549548,4717 ANTELOPE CT NE SALEM OR 97305,2024-07-30,365000.0,137040,212380,349420,156850,15580.0,4.458817468948544,1.0445881746894854
580801,3225 BALSAM DR S SALEM OR 97302,2024-08-01,720000.0,165000,483500,648500,329760,71500.0,11.0254433307633,1.110254433307633
565413,4905 PULLMAN AVE SE SALEM OR 97302,2024-08-01,353000.0,165000,205640,370640,192990,-17640.0,-4.759335203971509,0.952406647960285
570820,964 VINYARD AVE NE SALEM OR 97301,2024-08-01,347000.0,140040,194560,334600,164050,12400.0,3.705917513448894,1.0370591751344889
340404,4001 12TH ST CUTOFF SE 33 SALEM OR 97302,2024-08-01,299000.0,0,308160,308160,163130,-9160.0,-2.9724818276220146,0.9702751817237798
340894,5361 LONE FIR AVE SE SALEM OR 97306,2024-07-31,560000.0,184500,405970,590470,344160,-30470.0,-5.160296035361661,0.9483970396463834
543912,3423 AUGUSTA NATIONAL DR S SALEM OR 97302,2024-07-31,675000.0,0,743870,743870,307900,-68870.0,-9.258338150483283,0.9074166184951672
582404,1986 FIR ST S SALEM OR 97302,2024-07-31,460000.0,123000,253790,376790,201370,83210.0,22.08391942461318,1.2208391942461319
568251,549 FORD ST SE SALEM OR 97301,2024-07-31,355000.0,137040,200150,337190,153440,17810.0,5.281888549482487,1.0528188854948248
580250,2046 KNOLL CT S SALEM OR 97302,2024-07-31,459000.0,165000,264570,429570,262320,29430.0,6.851037083595222,1.0685103708359522
602543,5283 FAITH AVE NE SALEM OR 97305,2024-07-31,467000.0,144710,318710,463420,225730,3580.0,0.7725173708514954,1.0077251737085149
574171,2668 FOXHAVEN DR SE SALEM OR 97306,2024-08-02,449999.0,184500,225590,410090,213750,39909.0,9.731766197663926,1.0973176619766394
524113,120 37TH AVE SE SALEM OR 97301,2024-08-02,340000.0,99750,180800,280550,128870,59450.0,21.190518624131172,1.2119051862413117
585239,1530 21ST ST NE SALEM OR 97301,2024-08-02,390000.0,147040,397430,544470,253350,-154470.0,-28.370709129979616,0.7162929087002039
581577,5556 OAK HEIGHTS CT S SALEM OR 97306,2024-08-02,445000.0,165000,318980,483980,303040,-38980.0,-8.054051820323153,0.9194594817967685
566525,810 MCGILCHRIST ST SE SALEM OR 97302,2024-08-02,465000.0,184500,258630,443130,243950,21870.0,4.935346286642746,1.0493534628664274
527023,3053 SUNNYVIEW RD NE SALEM OR 97301,2024-08-05,375000.0,124840,302660,427500,207290,-52500.0,-12.280701754385964,0.8771929824561403
607157,5433 EARTH PL NE SALEM OR 97305,2024-08-05,449900.0,137040,288100,425140,224030,24760.0,5.8239638707249375,1.0582396387072495
571641,1282 23RD ST NE SALEM OR 97301,2024-08-05,350000.0,137040,222980,360020,207090,-10020.0,-2.7831787122937617,0.9721682128770623
605083,6086 EVANGELISTA ST S SALEM OR 97306,2024-08-05,700000.0,165000,572190,737190,372440,-37190.0,-5.044832404129193,0.949551675958708
336491,332 CORNERSTONE CT NE SALEM OR 97305,2024-08-05,340000.0,137040,205480,342520,145130,-2520.0,-0.7357234614037137,0.9926427653859629
353955,212 KURTH MEADOW AVE SE SALEM OR 97306,2024-08-02,1325000.0,168000,884190,1052190,519070,272810.0,25.927826723310428,1.2592782672331042
596194,4553 ANNEKA LOOP SE SALEM OR 97302,2024-08-02,368000.0,184500,145520,330020,150110,37980.0,11.508393430701169,1.1150839343070118
550500,4739 BOHANNON ST NE SALEM OR 97305,2024-08-02,415000.0,137040,288870,425910,212450,-10910.0,-2.561574041464159,0.9743842595853585
543326,4755 APPALOOSA CT SE SALEM OR 97317,2024-08-02,385000.0,137040,174680,311720,121140,73280.0,23.508276658539714,1.2350827665853972
333826,1055 SHORES ST NE SALEM OR 97301,2024-08-02,365000.0,134540,221650,356190,180450,8810.0,2.473399028608327,1.0247339902860833
573430,465 LINCOLN ST S SALEM OR 97302,2024-08-07,1070000.0,134800,712220,847020,646120,222980.0,26.325234351018867,1.2632523435101886
593899,4205 DWIGHT DR S SALEM OR 97302,2024-08-07,399900.0,165000,195560,360560,171370,39340.0,10.910805413800755,1.1091080541380076
575123,5345 NORMA AVE SE SALEM OR 97306,2024-08-08,565000.0,165000,468250,633250,381330,-68250.0,-10.777733912356888,0.8922226608764311
583184,717 20TH ST SE SALEM OR 97301,2024-08-08,304000.0,99750,149810,249560,79320,54440.0,21.814393332264785,1.2181439333226478
588633,4789 CASTLE DR NE SALEM OR 97301,2024-08-07,370000.0,137040,239220,376260,166920,-6260.0,-1.6637431563280711,0.9833625684367193
355035,1176 THUNDERBIRD AVE S SALEM OR 97306,2024-08-08,648650.0,165000,535920,700920,337040,-52270.0,-7.457341779375677,0.9254265822062432
566228,6297 FAIRWAY AVE SE SALEM OR 97306,2024-08-07,269000.0,0,273670,273670,122140,-4670.0,-1.7064347571893155,0.9829356524281069
565792,1845 LEXINGTON CIR SE SALEM OR 97306,2024-08-08,340000.0,88950,217700,306650,187780,33350.0,10.875591064731779,1.1087559106473177
590239,3365 HADLEY ST NE SALEM OR 97301,2024-08-07,335000.0,137040,192890,329930,155450,5070.0,1.5366896008244173,1.0153668960082443
605133,5941 PALAZZO ST S SALEM OR 97306,2024-08-07,670650.0,165000,493550,658550,339540,12100.0,1.8373699795004177,1.0183736997950041
594712,4757 SAN RAFAEL CT NE SALEM OR 97305,2024-08-07,419900.0,137040,329320,466360,237360,-46460.0,-9.962260914315122,0.9003773908568488
578572,673 LA CRESTA DR SE SALEM OR 97306,2024-08-07,530000.0,168000,346090,514090,272490,15910.0,3.0947888502013265,1.0309478885020134
337229,3091 TIERRA DR NE SALEM OR 97305,2024-08-08,569000.0,147040,431870,578910,309380,-9910.0,-1.711837764073863,0.9828816223592614
592051,1272 FIR ST S SALEM OR 97302,2024-08-07,340000.0,130000,124400,254400,144200,85600.0,33.64779874213836,1.3364779874213837
358875,5103 CONSTELLATION AVE NE SALEM OR 97305,2024-08-06,435000.0,137040,311190,448230,237180,-13230.0,-2.9516096646810785,0.9704839033531892
336535,222 MUIRFIELD AVE SE SALEM OR 97306,2024-08-06,839900.0,115000,740840,855840,457990,-15940.0,-1.8624976631146009,0.981375023368854
608977,4819 PARSLEY AVE NE SALEM OR 97301,2024-08-13,429995.0,137040,293050,430090,213130,-95.0,-0.02208840010230417,0.999779115998977
587105,310 GREGORY LN SE SALEM OR 97302,2024-08-13,405000.0,165000,240290,405290,192660,-290.0,-0.0715537022872511,0.9992844629771275
607167,4887 FLIGHT AVE NE SALEM OR 97305,2024-08-13,486995.0,137040,358500,495540,246410,-8545.0,-1.7243814828268151,0.9827561851717318
335987,1498 EAGLE CAP ST SE SALEM OR 97317,2024-08-09,415000.0,137040,366550,503590,241400,-88590.0,-17.59169165392482,0.8240830834607518
344845,5759 KAREN LYNN LOOP S SALEM OR 97306,2024-08-09,350000.0,86450,282270,368720,209400,-18720.0,-5.077023215448037,0.9492297678455196
341576,4094 ADEN PL NE SALEM OR 97305,2024-08-09,320000.0,0,343720,343720,177880,-23720.0,-6.900965902478761,0.9309903409752124
584778,1290 SUMMER ST NE SALEM OR 97301,2024-08-09,310000.0,137040,206190,343230,169170,-33230.0,-9.681554642659442,0.9031844535734056
569808,1820 REES HILL RD SE # 5 SALEM OR 97306,2024-08-09,310000.0,0,390260,390260,193860,-80260.0,-20.565776661712704,0.7943422333828729
579996,1830 20TH ST NE SALEM OR 97301,2024-08-09,355000.0,137040,161800,298840,139210,56160.0,18.79266497122206,1.1879266497122205
587460,2747 GILBERT ST S SALEM OR 97302,2024-08-09,420000.0,165000,209500,374500,194100,45500.0,12.149532710280374,1.1214953271028036
548907,4756 EL CEDRO LOOP NE SALEM OR 97305,2024-08-09,343000.0,95560,231550,327110,143100,15890.0,4.857693130751124,1.0485769313075113
568472,460 20TH ST SE SALEM OR 97301,2024-08-09,450000.0,147040,152420,299460,126160,150540.0,50.27048687637748,1.5027048687637747
342251,3011 EVERGREEN AVE NE SALEM OR 97301,2024-08-09,410000.0,134540,290250,424790,213980,-14790.0,-3.481720379481626,0.9651827962051838
581030,3510 16TH CT S SALEM OR 97302,2024-08-09,530000.0,168000,444910,612910,270340,-82910.0,-13.527271540682973,0.8647272845931703
522601,3710 48TH AVE NE SALEM OR 97305,2024-08-09,380000.0,97250,268830,366080,107870,13920.0,3.802447552447553,1.0380244755244756
575818,524 CARLA CT SE SALEM OR 97302,2024-08-09,439100.0,165000,344150,509150,274900,-70050.0,-13.758224491800059,0.8624177550819994
566153,1349 MERIWEATHER CT SE SALEM OR 97306,2024-08-09,425000.0,165000,269300,434300,241100,-9300.0,-2.1413769283905135,0.9785862307160949
608980,222 LOST LAKE ST NE SALEM OR 97301,2024-08-12,491680.0,137040,347850,484890,241000,6790.0,1.4003175978056879,1.0140031759780568
570946,3160 FLOWER AVE NE SALEM OR 97301,2024-08-12,419250.0,137040,250490,387530,170570,31720.0,8.185172760818517,1.0818517276081852
587856,1010 BARNES AVE SE SALEM OR 97306,2024-08-12,372000.0,130000,210950,340950,173370,31050.0,9.106907171139463,1.0910690717113947
